idade,genero,estado_civil,regiao,renda_mensal,nivel_educacional,perfil_investidor,tempo_experiencia_mercado,valor_total_investido,objetivo_principal,setores_preferenciais,frequencia_operacoes,conhecimento_mercado,usa_analise_tecnica,usa_analise_fundamentalista
58,Outro,Viúvo,Nordeste,27773.54,Superior Incompleto,Agressivo,2.6,417918.31,Curto Prazo,Energia Elétrica,Anual,Médio,Sim,Não
25,Masculino,Divorciado,Norte,18809.76,Médio,Moderado,15.4,136917.58,Diversificação,Saúde,Anual,Alto,Não,Sim
26,Outro,Solteiro,Nordeste,26402.51,Superior Incompleto,Conservador,15.0,476090.14,Curto Prazo,Commodities,Ocasional (Buy and Hold),Alto,Sim,Sim
71,Feminino,Divorciado,Sudeste,30250.97,Médio,Arrojado,12.5,9562.32,Viagem,Commodities,Semanal (Swing Trade),Alto,Não,Sim
47,Outro,Casado,Norte,27637.7,Pós-graduado,Conservador,13.3,645170.95,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Não
28,Outro,Solteiro,Norte,35627.82,Superior Completo,Moderado,12.1,907837.02,Reserva de Emergência,Construção Civil,Semanal (Swing Trade),Alto,Não,Sim
38,Feminino,Solteiro,Sudeste,14315.99,Superior Completo,Conservador,3.1,289905.93,Viagem,Financeiro,Anual,Alto,Sim,Sim
59,Outro,Casado,Sul,22208.09,Superior Completo,Arrojado,0.7,835716.95,Renda Passiva,Energia Elétrica,Ocasional (Buy and Hold),Alto,Não,Sim
70,Masculino,Viúvo,Sul,26941.51,Pós-graduado,Agressivo,17.9,64819.25,Curto Prazo,Construção Civil,Day Trade,Médio,Sim,Não
72,Masculino,Divorciado,Norte,37962.43,Superior Incompleto,Agressivo,5.2,707779.59,Aposentadoria,Outro,Mensal,Médio,Sim,Sim
71,Masculino,Divorciado,Norte,18898.34,Pós-graduado,Conservador,7.2,824078.52,Curto Prazo,Tecnologia,Semanal (Swing Trade),Alto,Não,Não
48,Feminino,Solteiro,Norte,7781.96,Superior Completo,Agressivo,22.4,168876.96,Curto Prazo,Varejo,Day Trade,Médio,Não,Sim
43,Masculino,Viúvo,Sul,19511.41,Superior Completo,Moderado,3.7,32585.17,Reserva de Emergência,Energia Elétrica,Semanal (Swing Trade),Médio,Sim,Não
34,Outro,Solteiro,Sudeste,26825.41,Superior Incompleto,Arrojado,5.4,430387.46,Renda Passiva,Commodities,Day Trade,Médio,Não,Não
30,Outro,Divorciado,Nordeste,14955.68,Superior Completo,Moderado,17.5,698746.21,Reserva de Emergência,Outro,Ocasional (Buy and Hold),Médio,Não,Não
18,Outro,Divorciado,Sul,31016.62,Superior Completo,Moderado,19.0,284525.19,Reserva de Emergência,Outro,Ocasional (Buy and Hold),Alto,Não,Não
40,Outro,Divorciado,Centro-Oeste,27072.82,Médio,Agressivo,29.8,826751.47,Renda Passiva,Financeiro,Anual,Alto,Não,Não
61,Masculino,Solteiro,Sudeste,19344.46,Superior Incompleto,Conservador,11.2,290886.64,Educação dos Filhos,Tecnologia,Mensal,Alto,Sim,Sim
52,Outro,Viúvo,Nordeste,4433.71,Superior Completo,Conservador,22.8,219845.68,Compra de Imóvel,Varejo,Ocasional (Buy and Hold),Baixo,Não,Sim
50,Outro,Solteiro,Norte,6781.16,Fundamental,Conservador,19.1,437421.16,Curto Prazo,Saneamento,Day Trade,Alto,Sim,Sim
48,Feminino,Viúvo,Centro-Oeste,18432.51,Superior Completo,Agressivo,24.5,77464.62,Curto Prazo,Saúde,Day Trade,Alto,Não,Não
24,Masculino,Viúvo,Centro-Oeste,14153.81,Fundamental,Conservador,16.5,22942.02,Reserva de Emergência,Construção Civil,Anual,Médio,Sim,Sim
71,Feminino,Casado,Sul,19931.47,Médio,Moderado,9.7,977049.92,Viagem,Construção Civil,Anual,Baixo,Sim,Não
49,Masculino,Divorciado,Sul,28828.94,Superior Completo,Agressivo,17.0,974340.07,Compra de Imóvel,Energia Elétrica,Anual,Médio,Não,Não
28,Feminino,Solteiro,Nordeste,15903.49,Médio,Conservador,28.3,84667.93,Viagem,Tecnologia,Ocasional (Buy and Hold),Médio,Sim,Sim
59,Outro,Solteiro,Nordeste,36705.22,Superior Completo,Conservador,22.4,982700.25,Reserva de Emergência,Saneamento,Semanal (Swing Trade),Baixo,Sim,Sim
74,Outro,Divorciado,Nordeste,24572.57,Pós-graduado,Agressivo,6.8,102428.46,Renda Passiva,Saúde,Mensal,Alto,Não,Não
73,Masculino,Casado,Sul,5318.33,Médio,Agressivo,16.8,421053.58,Diversificação,Varejo,Anual,Baixo,Sim,Sim
36,Masculino,Viúvo,Centro-Oeste,15368.22,Médio,Arrojado,23.4,59612.03,Curto Prazo,Tecnologia,Day Trade,Baixo,Não,Não
33,Masculino,Divorciado,Sul,14706.85,Superior Completo,Arrojado,6.3,15370.62,Diversificação,Energia Elétrica,Day Trade,Baixo,Sim,Não
61,Feminino,Casado,Nordeste,25297.08,Superior Completo,Agressivo,14.8,326896.73,Viagem,Energia Elétrica,Semanal (Swing Trade),Baixo,Sim,Não
50,Feminino,Viúvo,Sudeste,19852.47,Fundamental,Arrojado,10.5,218335.19,Compra de Imóvel,Commodities,Semanal (Swing Trade),Alto,Não,Não
51,Outro,Casado,Nordeste,4632.24,Superior Completo,Moderado,13.8,755118.81,Diversificação,Saúde,Mensal,Baixo,Sim,Não
49,Outro,Solteiro,Sudeste,6823.72,Médio,Arrojado,17.3,80761.68,Reserva de Emergência,Construção Civil,Mensal,Alto,Não,Sim
19,Masculino,Divorciado,Centro-Oeste,15452.67,Pós-graduado,Arrojado,23.8,928452.75,Reserva de Emergência,Commodities,Day Trade,Médio,Sim,Sim
55,Feminino,Solteiro,Norte,31703.25,Fundamental,Conservador,8.5,174243.05,Aposentadoria,Saneamento,Day Trade,Baixo,Sim,Sim
65,Masculino,Solteiro,Norte,35548.38,Superior Completo,Agressivo,0.8,670819.8,Curto Prazo,Tecnologia,Ocasional (Buy and Hold),Médio,Sim,Sim
43,Outro,Divorciado,Nordeste,18985.4,Médio,Conservador,18.1,244364.4,Compra de Imóvel,Outro,Day Trade,Médio,Não,Não
51,Masculino,Casado,Sudeste,19070.11,Fundamental,Agressivo,11.2,192506.36,Viagem,Saúde,Anual,Médio,Sim,Sim
36,Feminino,Casado,Sudeste,10208.43,Superior Incompleto,Arrojado,6.5,560498.82,Diversificação,Varejo,Anual,Baixo,Sim,Não
74,Masculino,Divorciado,Sudeste,17672.47,Pós-graduado,Conservador,24.7,872829.93,Educação dos Filhos,Tecnologia,Day Trade,Alto,Sim,Sim
26,Feminino,Divorciado,Sudeste,37873.26,Médio,Arrojado,14.2,829268.25,Compra de Imóvel,Energia Elétrica,Ocasional (Buy and Hold),Baixo,Sim,Não
31,Outro,Casado,Sul,30627.62,Superior Completo,Moderado,6.7,408839.99,Renda Passiva,Papel e Celulose,Ocasional (Buy and Hold),Baixo,Não,Não
20,Outro,Divorciado,Nordeste,32511.22,Superior Completo,Moderado,13.7,883131.29,Educação dos Filhos,Outro,Day Trade,Baixo,Não,Sim
42,Masculino,Casado,Norte,14120.61,Superior Incompleto,Moderado,19.6,682105.51,Educação dos Filhos,Varejo,Semanal (Swing Trade),Médio,Sim,Sim
49,Feminino,Viúvo,Sudeste,29242.58,Médio,Moderado,27.3,835902.33,Educação dos Filhos,Tecnologia,Mensal,Alto,Não,Não
19,Feminino,Casado,Norte,3095.29,Superior Completo,Moderado,2.5,214485.49,Curto Prazo,Commodities,Semanal (Swing Trade),Alto,Não,Sim
25,Outro,Casado,Nordeste,31681.21,Superior Incompleto,Conservador,5.7,96754.28,Compra de Imóvel,Tecnologia,Day Trade,Alto,Não,Sim
32,Masculino,Casado,Sudeste,30600.16,Superior Completo,Moderado,3.3,406969.05,Educação dos Filhos,Outro,Semanal (Swing Trade),Baixo,Não,Não
48,Feminino,Casado,Sul,29426.84,Superior Incompleto,Arrojado,14.8,589154.53,Curto Prazo,Saúde,Ocasional (Buy and Hold),Baixo,Não,Sim
51,Masculino,Casado,Norte,11754.28,Superior Incompleto,Arrojado,10.9,451361.23,Aposentadoria,Saneamento,Mensal,Baixo,Sim,Sim
27,Masculino,Casado,Sul,11597.84,Pós-graduado,Conservador,12.1,308034.02,Educação dos Filhos,Financeiro,Anual,Baixo,Sim,Não
49,Masculino,Divorciado,Norte,39133.62,Fundamental,Moderado,0.4,338919.64,Educação dos Filhos,Outro,Anual,Alto,Sim,Não
61,Masculino,Casado,Norte,22350.28,Pós-graduado,Moderado,25.6,569123.23,Diversificação,Financeiro,Semanal (Swing Trade),Alto,Não,Sim
70,Outro,Casado,Centro-Oeste,38015.95,Superior Completo,Arrojado,5.0,128428.89,Reserva de Emergência,Saneamento,Day Trade,Baixo,Sim,Não
47,Outro,Divorciado,Centro-Oeste,30585.07,Pós-graduado,Moderado,11.0,378176.03,Curto Prazo,Outro,Anual,Médio,Sim,Não
75,Masculino,Viúvo,Sudeste,3593.49,Fundamental,Conservador,9.0,469076.26,Viagem,Saneamento,Mensal,Médio,Sim,Sim
27,Feminino,Casado,Nordeste,15060.35,Pós-graduado,Agressivo,21.6,844686.58,Educação dos Filhos,Energia Elétrica,Ocasional (Buy and Hold),Médio,Não,Sim
34,Feminino,Viúvo,Nordeste,27991.34,Médio,Agressivo,12.4,912320.86,Renda Passiva,Commodities,Semanal (Swing Trade),Médio,Não,Sim
21,Masculino,Solteiro,Sul,12618.89,Fundamental,Conservador,10.5,261519.99,Reserva de Emergência,Financeiro,Ocasional (Buy and Hold),Alto,Não,Não
36,Feminino,Casado,Sudeste,5841.11,Superior Incompleto,Arrojado,8.8,146929.79,Compra de Imóvel,Commodities,Anual,Baixo,Não,Não
64,Feminino,Casado,Sudeste,37508.68,Fundamental,Arrojado,10.1,1114.43,Diversificação,Energia Elétrica,Mensal,Alto,Não,Sim
61,Outro,Divorciado,Centro-Oeste,22345.48,Fundamental,Moderado,12.2,797789.77,Educação dos Filhos,Saneamento,Mensal,Médio,Não,Não
18,Feminino,Casado,Norte,18509.29,Superior Completo,Agressivo,1.0,571352.31,Aposentadoria,Energia Elétrica,Anual,Alto,Não,Não
19,Masculino,Solteiro,Norte,26599.55,Superior Incompleto,Agressivo,17.9,161563.94,Aposentadoria,Saúde,Day Trade,Baixo,Não,Não
44,Masculino,Solteiro,Norte,5310.37,Superior Incompleto,Moderado,9.8,20530.39,Reserva de Emergência,Financeiro,Mensal,Médio,Não,Não
20,Masculino,Viúvo,Norte,28474.22,Pós-graduado,Agressivo,23.5,226175.96,Compra de Imóvel,Outro,Day Trade,Alto,Sim,Não
39,Masculino,Viúvo,Nordeste,4958.23,Médio,Moderado,13.8,635469.85,Reserva de Emergência,Tecnologia,Anual,Baixo,Não,Sim
32,Feminino,Divorciado,Sul,4850.32,Pós-graduado,Arrojado,29.7,702382.74,Reserva de Emergência,Outro,Mensal,Alto,Sim,Não
31,Outro,Viúvo,Norte,6971.58,Médio,Conservador,15.8,686381.55,Diversificação,Saúde,Semanal (Swing Trade),Médio,Sim,Não
32,Masculino,Divorciado,Nordeste,19767.18,Superior Completo,Agressivo,25.7,685108.8,Curto Prazo,Energia Elétrica,Ocasional (Buy and Hold),Alto,Sim,Sim
23,Feminino,Viúvo,Nordeste,31220.44,Pós-graduado,Arrojado,2.7,401619.77,Educação dos Filhos,Outro,Anual,Alto,Sim,Sim
64,Feminino,Viúvo,Sul,39434.09,Superior Completo,Moderado,29.3,460892.2,Educação dos Filhos,Tecnologia,Mensal,Baixo,Não,Não
31,Outro,Casado,Sudeste,11802.06,Fundamental,Arrojado,11.5,127852.43,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Sim
60,Feminino,Casado,Sul,39244.36,Médio,Arrojado,25.9,289268.87,Reserva de Emergência,Tecnologia,Semanal (Swing Trade),Baixo,Não,Sim
33,Masculino,Viúvo,Sudeste,8071.63,Fundamental,Arrojado,28.4,33596.45,Curto Prazo,Commodities,Mensal,Baixo,Sim,Sim
21,Masculino,Divorciado,Sudeste,30328.76,Fundamental,Moderado,26.4,62582.97,Curto Prazo,Outro,Semanal (Swing Trade),Baixo,Sim,Não
54,Outro,Solteiro,Nordeste,19503.71,Pós-graduado,Moderado,29.6,399019.05,Reserva de Emergência,Financeiro,Anual,Baixo,Não,Não
32,Feminino,Divorciado,Centro-Oeste,16666.01,Superior Incompleto,Arrojado,11.7,421809.88,Educação dos Filhos,Tecnologia,Semanal (Swing Trade),Baixo,Não,Não
61,Feminino,Viúvo,Centro-Oeste,11265.78,Médio,Arrojado,10.9,319894.78,Compra de Imóvel,Financeiro,Day Trade,Alto,Sim,Sim
56,Feminino,Solteiro,Sul,26599.38,Superior Completo,Moderado,1.0,210750.23,Diversificação,Energia Elétrica,Semanal (Swing Trade),Alto,Não,Sim
74,Outro,Divorciado,Norte,17506.87,Fundamental,Agressivo,28.2,501491.42,Renda Passiva,Outro,Anual,Médio,Não,Não
33,Masculino,Solteiro,Sudeste,2097.8,Superior Incompleto,Conservador,28.8,581791.38,Reserva de Emergência,Outro,Mensal,Alto,Não,Sim
74,Outro,Casado,Sudeste,7685.71,Superior Incompleto,Agressivo,19.4,382625.03,Educação dos Filhos,Saúde,Day Trade,Alto,Sim,Não
66,Masculino,Viúvo,Nordeste,27201.4,Superior Completo,Agressivo,0.4,197375.37,Diversificação,Outro,Ocasional (Buy and Hold),Médio,Sim,Sim
40,Outro,Solteiro,Sudeste,29990.76,Fundamental,Arrojado,9.0,77451.04,Educação dos Filhos,Commodities,Anual,Baixo,Sim,Sim
36,Outro,Solteiro,Centro-Oeste,23068.07,Fundamental,Conservador,27.5,828173.9,Educação dos Filhos,Papel e Celulose,Semanal (Swing Trade),Alto,Sim,Não
65,Masculino,Viúvo,Centro-Oeste,31081.92,Fundamental,Moderado,24.0,787408.26,Curto Prazo,Varejo,Semanal (Swing Trade),Baixo,Não,Não
38,Outro,Solteiro,Sudeste,34353.38,Superior Incompleto,Arrojado,22.9,481726.3,Viagem,Outro,Semanal (Swing Trade),Médio,Não,Não
29,Feminino,Divorciado,Centro-Oeste,37704.94,Pós-graduado,Conservador,21.6,61495.33,Educação dos Filhos,Construção Civil,Day Trade,Médio,Não,Não
63,Feminino,Casado,Norte,28990.78,Fundamental,Arrojado,13.6,886344.82,Compra de Imóvel,Papel e Celulose,Anual,Alto,Não,Não
48,Outro,Solteiro,Sul,38315.41,Superior Completo,Arrojado,14.5,817510.19,Curto Prazo,Construção Civil,Day Trade,Médio,Sim,Sim
67,Outro,Viúvo,Centro-Oeste,1975.37,Superior Incompleto,Conservador,13.2,521221.32,Renda Passiva,Commodities,Day Trade,Alto,Sim,Sim
21,Masculino,Casado,Norte,4946.02,Superior Completo,Agressivo,25.0,778490.95,Diversificação,Commodities,Semanal (Swing Trade),Alto,Não,Sim
32,Masculino,Divorciado,Nordeste,17504.78,Fundamental,Conservador,28.3,406635.53,Educação dos Filhos,Tecnologia,Semanal (Swing Trade),Médio,Não,Não
64,Masculino,Viúvo,Sudeste,3960.41,Pós-graduado,Moderado,12.1,735528.02,Aposentadoria,Varejo,Mensal,Alto,Sim,Não
25,Feminino,Viúvo,Nordeste,30160.82,Fundamental,Arrojado,28.6,664581.54,Compra de Imóvel,Construção Civil,Day Trade,Baixo,Sim,Sim
56,Outro,Casado,Sudeste,23293.22,Superior Completo,Conservador,4.3,271268.41,Compra de Imóvel,Varejo,Anual,Alto,Não,Não
55,Masculino,Casado,Sudeste,25426.7,Superior Incompleto,Moderado,16.8,4485.29,Viagem,Tecnologia,Anual,Alto,Não,Sim
46,Masculino,Casado,Sudeste,11467.72,Fundamental,Arrojado,8.8,992271.11,Curto Prazo,Construção Civil,Day Trade,Médio,Sim,Não
46,Feminino,Casado,Sudeste,11865.59,Fundamental,Agressivo,27.2,70584.19,Educação dos Filhos,Commodities,Ocasional (Buy and Hold),Médio,Sim,Não
71,Outro,Viúvo,Norte,7633.61,Fundamental,Moderado,13.1,69885.78,Diversificação,Saúde,Ocasional (Buy and Hold),Baixo,Sim,Não
74,Outro,Viúvo,Centro-Oeste,18914.62,Superior Incompleto,Agressivo,26.5,106467.38,Diversificação,Saúde,Ocasional (Buy and Hold),Baixo,Sim,Não
43,Masculino,Viúvo,Nordeste,30251.91,Médio,Conservador,25.7,335194.32,Curto Prazo,Saúde,Day Trade,Baixo,Sim,Não
63,Outro,Solteiro,Sudeste,23378.22,Superior Completo,Arrojado,3.6,159999.14,Curto Prazo,Saneamento,Semanal (Swing Trade),Baixo,Não,Sim
47,Feminino,Solteiro,Centro-Oeste,8630.36,Superior Incompleto,Moderado,5.3,725272.38,Curto Prazo,Commodities,Semanal (Swing Trade),Baixo,Não,Sim
18,Masculino,Solteiro,Sudeste,6163.99,Fundamental,Arrojado,7.2,258304.06,Diversificação,Saneamento,Anual,Médio,Sim,Sim
55,Feminino,Casado,Nordeste,33107.75,Médio,Moderado,0.3,526864.05,Reserva de Emergência,Saúde,Mensal,Alto,Não,Sim
29,Feminino,Divorciado,Norte,33809.08,Fundamental,Arrojado,11.2,165211.35,Compra de Imóvel,Financeiro,Mensal,Baixo,Sim,Não
39,Outro,Solteiro,Sudeste,11785.7,Fundamental,Conservador,15.8,585957.08,Reserva de Emergência,Outro,Anual,Médio,Não,Sim
33,Feminino,Solteiro,Nordeste,29696.29,Fundamental,Moderado,10.6,136846.08,Viagem,Papel e Celulose,Anual,Alto,Não,Não
21,Outro,Casado,Norte,17619.69,Fundamental,Moderado,28.9,63011.08,Aposentadoria,Outro,Ocasional (Buy and Hold),Médio,Não,Não
21,Masculino,Solteiro,Norte,28571.17,Superior Incompleto,Conservador,24.8,431116.91,Educação dos Filhos,Tecnologia,Mensal,Baixo,Não,Sim
34,Outro,Casado,Norte,9234.75,Fundamental,Moderado,21.1,673365.16,Reserva de Emergência,Varejo,Day Trade,Baixo,Não,Sim
23,Masculino,Solteiro,Nordeste,28727.58,Superior Incompleto,Arrojado,3.9,615887.0,Educação dos Filhos,Tecnologia,Anual,Alto,Não,Não
37,Masculino,Solteiro,Centro-Oeste,6427.03,Fundamental,Moderado,16.2,635193.28,Renda Passiva,Saúde,Ocasional (Buy and Hold),Baixo,Sim,Sim
33,Outro,Casado,Centro-Oeste,19005.35,Superior Incompleto,Agressivo,19.2,751843.72,Viagem,Commodities,Mensal,Médio,Não,Não
59,Outro,Divorciado,Nordeste,33902.91,Médio,Moderado,15.3,726754.73,Diversificação,Commodities,Anual,Alto,Sim,Sim
44,Feminino,Solteiro,Centro-Oeste,13701.78,Fundamental,Agressivo,10.3,526187.74,Educação dos Filhos,Varejo,Anual,Baixo,Sim,Sim
30,Outro,Divorciado,Sudeste,35233.86,Pós-graduado,Arrojado,25.9,558187.3,Reserva de Emergência,Outro,Anual,Baixo,Sim,Sim
25,Outro,Divorciado,Norte,27774.71,Médio,Moderado,15.5,972123.76,Compra de Imóvel,Outro,Semanal (Swing Trade),Baixo,Não,Sim
69,Feminino,Casado,Sudeste,32440.56,Superior Completo,Moderado,24.5,427793.97,Educação dos Filhos,Tecnologia,Semanal (Swing Trade),Alto,Não,Não
24,Outro,Casado,Sul,19773.99,Médio,Agressivo,15.9,511589.0,Curto Prazo,Papel e Celulose,Anual,Médio,Não,Sim
37,Outro,Casado,Centro-Oeste,38232.14,Médio,Moderado,0.4,336032.54,Renda Passiva,Commodities,Mensal,Baixo,Não,Não
22,Outro,Solteiro,Centro-Oeste,2043.67,Superior Completo,Agressivo,29.5,969173.04,Compra de Imóvel,Construção Civil,Anual,Médio,Sim,Não
68,Feminino,Viúvo,Sudeste,17492.77,Pós-graduado,Conservador,11.4,814792.4,Diversificação,Commodities,Semanal (Swing Trade),Alto,Sim,Sim
63,Feminino,Solteiro,Sudeste,8553.55,Médio,Arrojado,5.6,923115.08,Diversificação,Outro,Anual,Médio,Não,Não
44,Feminino,Casado,Nordeste,7299.38,Superior Completo,Arrojado,12.1,549541.16,Renda Passiva,Financeiro,Mensal,Alto,Não,Não
58,Feminino,Viúvo,Sudeste,36334.11,Pós-graduado,Moderado,5.3,732461.88,Viagem,Energia Elétrica,Day Trade,Alto,Não,Sim
44,Outro,Casado,Centro-Oeste,34938.45,Pós-graduado,Conservador,18.1,987703.5,Viagem,Financeiro,Semanal (Swing Trade),Médio,Não,Sim
25,Feminino,Divorciado,Norte,9937.35,Médio,Agressivo,18.2,505469.54,Educação dos Filhos,Saúde,Anual,Médio,Não,Não
43,Outro,Divorciado,Centro-Oeste,32399.02,Superior Completo,Agressivo,29.2,188112.9,Compra de Imóvel,Financeiro,Mensal,Médio,Não,Sim
37,Outro,Solteiro,Sudeste,13560.9,Pós-graduado,Conservador,22.3,243460.48,Educação dos Filhos,Outro,Ocasional (Buy and Hold),Alto,Sim,Não
26,Masculino,Casado,Sudeste,24151.49,Superior Incompleto,Conservador,23.1,838789.8,Viagem,Energia Elétrica,Semanal (Swing Trade),Baixo,Não,Sim
35,Outro,Solteiro,Norte,4304.73,Superior Incompleto,Agressivo,10.3,863354.8,Viagem,Saúde,Day Trade,Médio,Não,Sim
74,Feminino,Viúvo,Centro-Oeste,10273.58,Médio,Moderado,3.8,90973.35,Viagem,Construção Civil,Anual,Médio,Não,Não
25,Feminino,Casado,Sudeste,32997.33,Pós-graduado,Agressivo,7.5,320342.92,Compra de Imóvel,Financeiro,Day Trade,Baixo,Não,Não
63,Feminino,Casado,Nordeste,26429.16,Superior Incompleto,Agressivo,14.2,869374.86,Educação dos Filhos,Tecnologia,Semanal (Swing Trade),Alto,Sim,Não
61,Feminino,Solteiro,Sul,13427.87,Pós-graduado,Conservador,11.0,389679.93,Compra de Imóvel,Tecnologia,Semanal (Swing Trade),Baixo,Não,Não
61,Feminino,Divorciado,Sul,18197.95,Pós-graduado,Arrojado,19.1,398407.11,Viagem,Tecnologia,Semanal (Swing Trade),Médio,Não,Não
27,Outro,Divorciado,Norte,35180.04,Fundamental,Conservador,6.4,959578.56,Reserva de Emergência,Commodities,Semanal (Swing Trade),Médio,Sim,Sim
37,Masculino,Divorciado,Sudeste,18247.14,Fundamental,Moderado,13.2,836663.2,Compra de Imóvel,Saneamento,Ocasional (Buy and Hold),Baixo,Não,Não
58,Outro,Casado,Sudeste,16306.89,Superior Completo,Moderado,20.2,272319.03,Curto Prazo,Outro,Anual,Baixo,Sim,Não
41,Outro,Divorciado,Nordeste,14957.25,Fundamental,Conservador,29.4,829376.99,Renda Passiva,Commodities,Anual,Médio,Não,Não
60,Feminino,Viúvo,Norte,18880.65,Superior Completo,Agressivo,27.0,238124.05,Curto Prazo,Papel e Celulose,Semanal (Swing Trade),Alto,Sim,Não
53,Masculino,Solteiro,Nordeste,14005.42,Médio,Arrojado,20.3,364167.91,Reserva de Emergência,Saúde,Ocasional (Buy and Hold),Alto,Sim,Não
24,Masculino,Viúvo,Sudeste,12230.69,Médio,Arrojado,13.5,385471.83,Renda Passiva,Saneamento,Semanal (Swing Trade),Baixo,Não,Sim
74,Masculino,Casado,Centro-Oeste,10526.65,Superior Incompleto,Agressivo,0.6,180424.01,Reserva de Emergência,Energia Elétrica,Anual,Alto,Não,Sim
31,Feminino,Solteiro,Norte,2548.49,Médio,Moderado,11.0,717807.06,Compra de Imóvel,Commodities,Day Trade,Médio,Não,Sim
73,Masculino,Solteiro,Centro-Oeste,24562.6,Fundamental,Moderado,8.2,822432.56,Educação dos Filhos,Construção Civil,Day Trade,Baixo,Não,Não
20,Feminino,Viúvo,Sul,24546.54,Fundamental,Agressivo,26.3,610706.82,Reserva de Emergência,Outro,Anual,Médio,Não,Sim
60,Feminino,Viúvo,Centro-Oeste,14250.36,Superior Completo,Arrojado,28.3,731890.17,Viagem,Varejo,Ocasional (Buy and Hold),Médio,Não,Sim
51,Outro,Divorciado,Sudeste,29861.78,Pós-graduado,Conservador,19.5,976439.44,Viagem,Energia Elétrica,Anual,Alto,Sim,Sim
23,Masculino,Casado,Sudeste,14176.09,Fundamental,Arrojado,19.3,944113.07,Compra de Imóvel,Commodities,Day Trade,Alto,Sim,Sim
51,Feminino,Divorciado,Centro-Oeste,9738.47,Superior Incompleto,Conservador,16.4,947785.03,Educação dos Filhos,Papel e Celulose,Mensal,Médio,Sim,Sim
60,Masculino,Divorciado,Centro-Oeste,18656.16,Superior Completo,Arrojado,5.9,272486.82,Reserva de Emergência,Tecnologia,Mensal,Baixo,Sim,Sim
23,Outro,Divorciado,Sudeste,30938.76,Superior Incompleto,Arrojado,20.1,824592.71,Reserva de Emergência,Outro,Mensal,Alto,Não,Não
68,Outro,Casado,Sudeste,33271.12,Pós-graduado,Conservador,10.0,896893.45,Reserva de Emergência,Saúde,Mensal,Médio,Não,Sim
34,Masculino,Solteiro,Sudeste,9564.12,Fundamental,Moderado,10.4,686489.34,Viagem,Outro,Semanal (Swing Trade),Baixo,Sim,Não
36,Masculino,Viúvo,Sudeste,3705.27,Médio,Moderado,0.7,920507.47,Renda Passiva,Varejo,Semanal (Swing Trade),Alto,Não,Não
37,Outro,Divorciado,Norte,34162.84,Superior Completo,Moderado,13.5,719497.75,Diversificação,Commodities,Mensal,Alto,Não,Não
54,Outro,Divorciado,Sudeste,19801.53,Médio,Moderado,5.0,168954.55,Renda Passiva,Varejo,Semanal (Swing Trade),Alto,Não,Não
72,Outro,Casado,Sudeste,36178.03,Pós-graduado,Agressivo,4.1,684434.42,Compra de Imóvel,Tecnologia,Ocasional (Buy and Hold),Médio,Sim,Sim
72,Feminino,Solteiro,Nordeste,35180.75,Pós-graduado,Moderado,14.7,675041.76,Diversificação,Papel e Celulose,Ocasional (Buy and Hold),Médio,Sim,Sim
